raw id,id,parent id,parent required value,type,style,layout- DH use,prompt,options,points,score,kpi,validation,default formula,default value,post prompt,Developer to notes,PGH notes,In PR?,In LTC?
1_5,pghq_PFC_climate_1_5,,,container,table,"Category,Current data (CO2e),Units,Current data (CO2e);null,null",<b>Table A: Greenhouse Gas Emissions</b>,,,,,,,,,,,,Yes
1_5_1,pghq_PFC_climate_1_5_1,,,text,default,,,,,,,,,,,,,,Yes
1_5_2,pghq_PFC_climate_1_5_2,,,text,default,,,,,,,,,,,,,,Yes
1_5_3,pghq_PFC_climate_1_5_3,,,text,default,,,,,,,,,,,,,,Yes
1_5_4,pghq_PFC_climate_1_5_4,,,text,default,,,,,,,,,,,,,,Yes
1_5_5,pghq_PFC_climate_1_5_5,,,text,default,,,,,,,,,,,,,,Yes
1_5_6,pghq_PFC_climate_1_5_6,,,text,default,,,,,,,,,,,,,,Yes
1_5_7,pghq_PFC_climate_1_5_7,,,text,default,,,,,,,,,,,,,,Yes
1_5_7_1,pghq_PFC_climate_1_5_7_1,,,text,default,,,,,,,,,,,,,,Yes
1_5_8,pghq_PFC_climate_1_5_8,,,text,default,,Other Scope I Emissions (please describe):,,,,,,,,,,,,Yes
1_5_9,pghq_PFC_climate_1_5_9,,,text,default,,,,,,,,,,,,,,Yes
1_5_10,pghq_PFC_climate_1_5_10,,,text,default,,,,,,,,,,,,,,Yes
1_5_11,pghq_PFC_climate_1_5_11,,,text,default,,,,,,,,,,,,,,Yes
1_5_12,pghq_PFC_climate_1_5_12,,,text,default,,,,,,,,,,,,,,Yes
1_5_13,pghq_PFC_climate_1_5_13,,,text,default,,,,,,,,,,,,,,Yes
1_5_14,pghq_PFC_climate_1_5_14,,,text,default,,,,,,,,,,,,,,Yes
1_5_15,pghq_PFC_climate_1_5_15,,,text,default,,Other Scope II Emissions (please describe):,,,,,,,,,,,,Yes
1_5_16,pghq_PFC_climate_1_5_16,,,text,default,,,,,,,,,,,,,,Yes
1_5_17,pghq_PFC_climate_1_5_17,,,text,default,,,,,,,,,,,,,,Yes
1_5_18,pghq_PFC_climate_1_5_18,,,text,default,,,,,,,,,,,,,,Yes
1_5_19,pghq_PFC_climate_1_5_19,,,text,default,,,,,,,,,,,,,,Yes
1_5_20,pghq_PFC_climate_1_5_20,,,text,default,,,,,,,,,,,,,,Yes
1_5_21,pghq_PFC_climate_1_5_21,,,text,default,,,,,,,,,,,,,,Yes
1_5_22,pghq_PFC_climate_1_5_22,,,text,default,,,,,,,,,,,,,,Yes
1_5_23,pghq_PFC_climate_1_5_23,,,text,default,,Other Scope III Emissions (please describe):,,,,,,,,,,,,Yes
1_5_24,pghq_PFC_climate_1_5_24,,,text,default,,,,,,,,,,,,,,Yes
1_5_25,pghq_PFC_climate_1_5_25,,,text,default,,,,,,,,,,,,,,Yes
1_6,pghq_PFC_climate_1_6,,,html,non-numbered,,"<b>Please Note</b>: In an attempt to assist hospitals who <b>have not yet developed a GHG emissions profile</b>, PGH has automatically entered your purchased energy data from the Energy section of this application, into Table A above. PGH has used national conversion factors to estimate metric tons of CO2e. If the organization has done its own calculation for metric tons of CO2e or uses EnergyStar Portfolio Manager, please include in Column 4: <b>‘Hospital Calculated CO2e'</b>.   ",,,,,,,,,footnote to Tble A,,,Yes
PFC,Climate,Renewable Energy,,,,,,,,,,,,,,,,,Yes
1_7,pghq_PFC_climate_1_7,,,text,default,,"<b>Renewable energy</b> has a significantly different <b>carbon footprint</b> than conventional energy and is an important strategy for climate change mitigation. Based on the data entered in the Energy section of this application,  the percentage of the facility’s energy portfolio from renewable sources is: ",,,,,,pghq_PFC_energy_2_12,,," Calculation [from Energy 07 section, table C- Energy Use Portfolio Formula= % of total Renewable Energy  onsite +% Total Renewable Energy Purchased/Offsite] ",,,Yes
2_1,pghq_PFC_climate_2_1,,,selection,radios,,Has the organization performed a <b>Greenhouse Gas (GHG) Emissions audit</b>?,Yes|No,3|3,3|0,1|0,,,,,I messed up on the numbering here- the section starts with 1_7,,,Yes
2_1_2,pghq_PFC_climate_2_1_2,pghq_PFC_climate_2_1,Yes,selection,radios,,Did the facility contract with a <b>3rd party firm</b> to conduct a greenhouse gas audit?,Yes|No,2|2,2|0,,,,,,,,,Yes
2_1_2_1,pghq_PFC_climate_2_1_2_1,pghq_PFC_climate_2_1_2,Yes,text,default,,Please share name of firm conducting audit:,,1,1,,,,,,,,,Yes
2_2,pghq_PFC_climate_2_2,,,selection,checkboxes,,Has the facility signed on to any of these <b>climate change challenges or commitments</b>? ,American College & University Presidents' Climate Commitment (ACUPCC)|Climate Registry|Local/state/regional commitment|Other,1|1|10,1|1|10,1|1|10,,,,,,,,Yes
2_2_1,pghq_PFC_climate_2_2_1,pghq_PFC_climate_2_2,Other,text,textarea,,Please explain other commitment:,,1,1,,,,,,,,,Yes
2_2_2,pghq_PFC_climate_2_2_2,pghq_PFC_climate_2_2,Yes,file,default,,Please attach <b>pledge or commitment statement</b>.,,1,1,,,,,,,,,Yes
2_3,pghq_PFC_climate_2_3,,,selection,radios,,Does the facility have a <b>written plan</b> to address <b>climate change mitigation</b> over time with timelines and goals?,Yes|No,2|2,2|0,1|0,,,,,,,,Yes
2_3_1,pghq_PFC_climate_2_3_1,pghq_PFC_climate_2_3,Yes,text,textarea,,Please  describe: ,,1,1,,,,,,,,,Yes
2_3_2,pghq_PFC_climate_2_3_2,pghq_PFC_climate_2_3,Yes,file,default,,Please attach:,,1,1,,,,,,,,,Yes
2_3_3,pghq_PFC_climate_2_3_3,pghq_PFC_climate_2_3,Yes,html,non-numbered,,Please indicate who is <b>accountable</b> for plan:,,,,,,,,,,,,Yes
2_3_4,pghq_PFC_climate_2_3_4,pghq_PFC_climate_2_3,Yes,text,default,,Name:,,1,1,,,,,,,,,Yes
2_3_5,pghq_PFC_climate_2_3_5,pghq_PFC_climate_2_3,Yes,text,default,,Title:,,,,,,,,,,,,Yes
2_3_6,pghq_PFC_climate_2_3_6,pghq_PFC_climate_2_3,Yes,text,default,,Email:,,,,,,,,,,,,Yes
2_3_7,pghq_PFC_climate_2_3_7,pghq_PFC_climate_2_3,Yes,text,default,,Phone:,,,,,,,,,,,,Yes
2_4,pghq_PFC_climate_2_4,,,selection,radios,,Has the organization calculated the carbon footprint of its <b>anesthetic gas emissions</b>? ,Yes|No,3|3,3|0,1|0,,,,,anesthetic gas emissions [hyperlink to glossary],,,Yes
2_4_1,pghq_PFC_climate_2_4_1,pghq_PFC_climate_2_4,Yes,text,textarea,,"Please describe what <b>data</b> the facility used to <b>calculate the CO2e</b> (e.g. purchasing data, etc.)",,1,1,,,,,,,,,Yes
2_5,pghq_PFC_climate_2_5,,,html,non-numbered,,"The American Society of Anesthesiologists provides guidance on calculating GHG emissions from <b>volatile anesthetic agents</b> in <a href=""https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0CCsQFjAA&url=http%3A%2F%2Fwww.asahq.org%2F~%2Fmedia%2FFor%2520Members%2Fdocuments%2FGreening%2520the%2520Operating%2520Room_Final.ashx&ei=JumOUqbOKcXNsQT_9YG4Bg&usg=AFQjCNFSKkQ1UBdKjKcpMQIsPHfE7g0Fhg&bvm=bv.56988011,d.cWc""> Greening the Operating Room: Reduce, Reuse, Recycle and Redesign</a>.",,,,,,,,,hyperlink,,,Yes
PFC,Climate,Transportation,,,,,,,,,,,,,,,,,Yes
3_1,pghq_PFC_climate_3_1,,,selection,radios,,Does the facility purchase <b>alternative-fueled vehicles</b> for transportation purposes? ,Yes|No,3|3,3|0,1|0,,,,,,,,Yes
3_1_2,pghq_PFC_climate_3_1_2,pghq_PFC_climate_3_1,Yes,selection,checkboxes,,Please indicate <b>which alternative fuels</b> are used:,Biodiesel B20-B100|Electricity|E8 Ethanol|Hydrogen|Methanol|Natural Gas|Propane|P-Series,,,,,,,,no points,,,Yes
3_1_1,pghq_PFC_climate_3_1_1,,,html,non-numbered,,"<b>Alternative fuels include</b>: Biodiesel B20-B100, Electricity, E8 Ethanol, Hydrogen, Methanol, Natural Gas, Propane, P-Series (a family of renewable, non-petroleum, liquid fuels that can substitute for gasoline).    ",,,,,,,,,this is not conditional,,,Yes
3_2,pghq_PFC_climate_3_2,,,selection,radios,,Does your facility <b>purchase low-emitting and fuel-efficient vehicles</b> for <b>fleet</b> transportation? ,Yes|No,3|3,3|0,,,,,,,,,Yes
3_2_1,pghq_PFC_climate_3_2_1,,,html,non-numbered,,"<b>Low-emitting</b> is defined as zero emission vehicles by California Air Resources Board. <b>Fuel-efficient</b> is defined as achieving a minimum green score of 40 on <a href=""http://www.greenercars.org/"">American Council for an Energy Efficient Economy (ACEEE) annual vehicle rating guide</a>.",,,,,,,,,,,,Yes
3_2_2,pghq_PFC_climate_3_2_2,pghq_PFC_climate_3_2,Yes,html,default,, Please describe program in Table B.,,,,,,,,,,,,Yes
3_2_3,pghq_PFC_climate_3_2_3,pghq_PFC_climate_3_2,Yes,container,table,"null,null;null,null",<b>Table B. Low-emitting and fuel-efficient vehicles</b>,,,,,,,,,,,,Yes
3_2_3_1,pghq_PFC_climate_3_2_3_1,pghq_PFC_climate_3_2,Yes,text,default,,,,3,3,,,,,,,,,Yes
3_2_3_2,pghq_PFC_climate_3_2_3_2,pghq_PFC_climate_3_2,Yes,text,default,,,,,,,,,,,,,,Yes
3_2_3_3,pghq_PFC_climate_3_2_3_3,pghq_PFC_climate_3_2,Yes,text,default,,,,,,,,,,,,,,Yes
3_2_3_4,pghq_PFC_climate_3_2_3_4,pghq_PFC_climate_3_2,Yes,selection,dropdown,,Alternative fuels include:,"Biodiesel B20-B100|Electricity|E8 Ethanol|Hydrogen|Methanol|Natural Gas|Propane|P-Series (a family of renewable, non-petroleum, liquid fuels that can substitute for gasoline)",,,,,,,,,,,Yes
3_2_3_5,pghq_PFC_climate_3_2_3_5,pghq_PFC_climate_3_2,Yes,text,default,,,,3,3,,,,,,,,,Yes
3_2_3_6,pghq_PFC_climate_3_2_3_6,pghq_PFC_climate_3_2,Yes,text,default,,,,,,,,,,,,,,Yes
3_2_3_7,pghq_PFC_climate_3_2_3_7,pghq_PFC_climate_3_2,Yes,text,default,,,,,,,,,,,,,,Yes
3_2_3_8,pghq_PFC_climate_3_2_3_8,pghq_PFC_climate_3_2,Yes,selection,dropdown,,Alternative fuels include:,"Biodiesel B20-B100|Electricity|E8 Ethanol|Hydrogen|Methanol|Natural Gas|Propane|P-Series (a family of renewable, non-petroleum, liquid fuels that can substitute for gasoline)",,,,,,,,,,,Yes
3_2_3_9,pghq_PFC_climate_3_2_3_9,pghq_PFC_climate_3_2,Yes,text,default,,,,3,3,,,,,,,,,Yes
3_2_3_10,pghq_PFC_climate_3_2_3_10,pghq_PFC_climate_3_2,Yes,text,default,,,,,,,,,,,,,,Yes
3_2_3_11,pghq_PFC_climate_3_2_3_11,pghq_PFC_climate_3_2,Yes,text,default,,,,,,,,,,,,,,Yes
3_2_3_12,pghq_PFC_climate_3_2_3_12,pghq_PFC_climate_3_2,Yes,selection,dropdown,,Alternative fuels include:,"Biodiesel B20-B100|Electricity|E8 Ethanol|Hydrogen|Methanol|Natural Gas|Propane|P-Series (a family of renewable, non-petroleum, liquid fuels that can substitute for gasoline)",,,,,,,,,,,Yes
3_2_4,pghq_PFC_climate_3_2_4,,,selection,checkboxes,,Does the facility <b>participate in</b> or has the facility <b>implemented</b> any of the following: ,"Participate in regional transportation planning|Demonstrate reduction in single vehicle car use|Provide ""vouchers"" or subsidies for public transportation|Provide preferred parking for carpool participants and low-emission, fuel-efficient vehicles (hybrids, smart cars)|Provide bike racks and showering facilities for bike riders|Install electric vehicle charging stations",2|2|2|1|1|2,2|2|2|1|1|2,,,,,,,,,Yes
3_2_5,pghq_PFC_climate_3_2_5,,,html,non-numbered,,"In <b>Table C</b>, please list the three (or more) top projects that are major components of the organizations’ GHG emission reduction strategy in the past two years.  Reduction metrics must be in <b>metric tons of CO2e</b>.  Please remember to include any projects related to <b>waste anesthetic gas minimization or volatile anesthetic agent management</b> and source reduction. ",,,,,,,,,,,,Yes
3_2_6,pghq_PFC_climate_3_2_6,,,container,table,"Project Description,Scope Emissions & Sub-Scope,CO2e Savings(metric tons),Dollar Savings (list total savings (+) or expenditure (-));pghq_PFC_climate_3_2_6_1,pghq_PFC_climate_3_2_6_2,pghq_PFC_climate_3_2_6_3,pghq_PFC_climate_3_2_6_4;pghq_PFC_climate_3_2_6_5,pghq_PFC_climate_3_2_6_6,pghq_PFC_climate_3_2_6_7,pghq_PFC_climate_3_2_6_8;pghq_PFC_climate_3_2_6_9,pghq_PFC_climate_3_2_6_10,pghq_PFC_climate_3_2_6_11,pghq_PFC_climate_3_2_6_12;pghq_PFC_climate_3_2_6_13,pghq_PFC_climate_3_2_6_14,pghq_PFC_climate_3_2_6_15,pghq_PFC_climate_3_2_6_16;pghq_PFC_climate_3_2_6_17,pghq_PFC_climate_3_2_6_18,pghq_PFC_climate_3_2_6_19,pghq_PFC_climate_3_2_6_20;Total,,pghq_PFC_climate_3_2_6_21,pghq_PFC_climate_3_2_6_22",<b>Table C. GHG Emission Reductions</b>,,,,,,,,,,,,Yes
3_2_6_1,pghq_PFC_climate_3_2_6_1,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_2,pghq_PFC_climate_3_2_6_2,,,selection,dropdown,,,Scope I|Scope II|Scope III,,,,,,,,,,,Yes
3_2_6_3,pghq_PFC_climate_3_2_6_3,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_4,pghq_PFC_climate_3_2_6_4,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_5,pghq_PFC_climate_3_2_6_5,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_6,pghq_PFC_climate_3_2_6_6,,,selection,dropdown,,,Scope I|Scope II|Scope III,,,,,,,,,,,Yes
3_2_6_7,pghq_PFC_climate_3_2_6_7,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_8,pghq_PFC_climate_3_2_6_8,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_9,pghq_PFC_climate_3_2_6_9,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_10,pghq_PFC_climate_3_2_6_10,,,selection,dropdown,,,Scope I|Scope II|Scope III,,,,,,,,,,,Yes
3_2_6_11,pghq_PFC_climate_3_2_6_11,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_12,pghq_PFC_climate_3_2_6_12,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_13,pghq_PFC_climate_3_2_6_13,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_14,pghq_PFC_climate_3_2_6_14,,,selection,dropdown,,,Scope I|Scope II|Scope III,,,,,,,,,,,Yes
3_2_6_15,pghq_PFC_climate_3_2_6_15,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_16,pghq_PFC_climate_3_2_6_16,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_17,pghq_PFC_climate_3_2_6_17,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_18,pghq_PFC_climate_3_2_6_18,,,selection,dropdown,,,Scope I|Scope II|Scope III,,,,,,,,,,,Yes
3_2_6_19,pghq_PFC_climate_3_2_6_19,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_20,pghq_PFC_climate_3_2_6_20,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_21,pghq_PFC_climate_3_2_6_21,,,text,default,,,,,,,,,,,,,,Yes
3_2_6_22,pghq_PFC_climate_3_2_6_22,,,text,default,,,,,,,,,,,,,,Yes
3_3,pghq_PFC_climate_3_3,,,selection,radios,, Is there anything else you would like to tell us about the climate program or projects at your facility?  Please feel free to attach a file and/or provide commentary below.,Yes|No,,,,,,,,,,,Yes
3_3_1,pghq_PFC_climate_3_3_1,pghq_PFC_climate_3_3,Yes,file,default,,Attach file:,,1,1,,,,,,,,,Yes
3_3_2,pghq_PFC_climate_3_3_2,pghq_PFC_climate_3_3,Yes,text,textarea,,Provide commentary:,,1,1,,,,,,,,,Yes
PFC,Accuracy,Statement of Accuracy and Release,,,,,,,,,,,,,,,,,Yes
1_1,pghq_PFC_accuracy_1_1,,,html,default,,<b>For the Primary Applicant:</b>,,,,,,,,,,,,Yes
1_2,pghq_PFC_accuracy_1_2,,,selection,radios,,I certify that the contents of this application are accurate and true to the best of my knowledge.,Yes|No,,,,required,,,,,,,Yes
1_2_1,pghq_PFC_accuracy_1_2_1,pghq_PFC_Accuracy_1_2,Yes,text,default,,Name:,,,,,,,,,,,,Yes
1_2_2,pghq_PFC_accuracy_1_2_2,pghq_PFC_Accuracy_1_2,Yes,text,default,,Title:,,,,,,,,,,,,Yes
1_2_3,pghq_PFC_accuracy_1_2_3,pghq_PFC_Accuracy_1_2,Yes,text,date,,Date:,,,,,date,,,,,,,Yes
1_3,pghq_PFC_accuracy_1_3,,,html,default,,"<b>For Senior Leadership:</b> This sign off should be someone from the ""c-suite"" such as your CEO, President, or a vice president, such as VP of Operations.",,,,,,,,,,,,Yes
1_4,pghq_PFC_accuracy_1_4,,,selection,radios,,I certify that the contents of this application are accurate and true to the best of my knowledge.,Yes|No,,,,required,,,,,,,Yes
1_4_1,pghq_PFC_accuracy_1_4_1,pghq_PFC_Accuracy_1_4,Yes,text,default,,Name:,,,,,,,,,,,,Yes
1_4_2,pghq_PFC_accuracy_1_4_2,pghq_PFC_Accuracy_1_4,Yes,text,default,,Title:,,,,,,,,,,,,Yes
1_4_3,pghq_PFC_accuracy_1_4_3,pghq_PFC_Accuracy_1_4,Yes,text,date,,Date:,,,,,date,,,,,,,Yes
1_5,pghq_PFC_accuracy_1_5,,,selection,radios,,"This <b>Award application,</b> or parts thereof, may be shared with other Practice Greenhealth members for educational purposes. ",Yes|No,,,,,,,,,,,Yes
1_6,pghq_PFC_accuracy_1_6,,,selection,radios,,The <b>attachments</b> provided with this application may be shared with other Practice Greenhealth members for educational purposes. ,Yes|No,,,,,,,,,,,Yes
PFC,Accuracy,Sign-off,,,,,,,,,,,,,,,,,Yes
2_1,pghq_PFC_accuracy_2_1,,,file,default,,"Please attach a <b>single photograph</b> to be used in the <b>Awards ceremony</b> at CleanMed.  The photo represents your facility and may also be used in practice Greenhealth publications, such as the Green Health magazine.  Please attach something interesting that tells us about your program (for example: your green team, an innovative sustianability project, action shots, your Farmers Market, Earth Day booths, etc). ",,,,,required,,,,,,,Yes
2_2,pghq_PFC_accuracy_2_2,,,file,default,,You may also provide any additional relevant photographs or files by attaching them here.,,,,,,,,,,,,Yes
2_2_1,pghq_PFC_accuracy_2_2_1,,,file,default,,,,,,,,,,,,,,Yes
PFC,Accuracy,Photographs,,,,,,,,,,,,,,,,,Yes
3_1,pghq_PFC_accuracy_3_1,,,html,non-numbered,,Please provide brief feedback on the new Award application system and/or a particular application. This section is completely optional.,,,,,,,,,,,,Yes
3_2,pghq_PFC_accuracy_3_2,,,selection,checkboxes,,How would you rate the <b>overall user experience</b> with the new electronic application system?,Excellent|Above average|Average|below Average|Unsatisfactory,5|4|3|2|1,5|4|3|2|1,,,,,,,,,Yes
3_3,pghq_PFC_accuracy_3_3,,,text,textarea,,What I liked <b>best</b> about the new system:,,,,,,,,,,,,Yes
3_4,pghq_PFC_accuracy_3_4,,,text,textarea,,What I would like to see <b>improved</b> for next year:,,,,,,,,,,,,Yes
3_5,pghq_PFC_accuracy_3_5,,,selection,radios,,Would you like to offer feedback on a particular Award application?,Yes|No,,,,,,,,,,,Yes
3_5_1,pghq_PFC_accuracy_3_5_1,pghq_PFC_Accuracy_3_5,Yes,selection,radios,,I would like to comment on:,Partner Recognition|Partner for Change|Making Medicine Mercury Free|DEHP-Free|Greening the OR|System for Change|Champion for Change,,,,,,,,,,,Yes
3_5_1_1,pghq_PFC_accuracy_3_5_1_1,pghq_PFC_Accuracy_3_5,Yes,text,textarea,,Comments: ,,,,,,,,,,,,Yes
3_5_1_2,pghq_PFC_accuracy_3_5_1_2,pghq_PFC_Accuracy_3_5,Yes,selection,radios,,I would also like to comment on:,Partner Recognition|Partner for Change|Making Medicine Mercury Free|DEHP-Free|Greening the OR|System for Change|Champion for Change,,,,,,,,,,,Yes
3_5_1_3,pghq_PFC_accuracy_3_5_1_3,pghq_PFC_Accuracy_3_5,Yes,text,textarea,,Comments: ,,,,,,,,,,,,Yes
3_9,pghq_PFC_accuracy_3_9,,,text,textarea,,What I would really like to see in the annual <b>Sustainability Benchmark Report</b> is:,,,,,,,,,,,,Yes
PFC,Accuracy,Feedback,,,,,,,,,,,,,,,,,Yes
3_10_1,pghq_PFC_accuracy_3_10_1,,,text,textarea,,Other comments:,,,,,,,,,,,,Yes
PFC,Appendix A,,,,,,,,,,,,,,,,,,Yes
1_1,pghq_PFC_appendixa_1_1,,,html,non-numbered,,Completion of Appendix A is mandatory. Please indicate your Recycling tonnages and costs below.,,,,,,,,,I would like the opportunity to enter validation,,,Yes
1_2,pghq_PFC_appendixa_1_2,,,html,non-numbered,,<b>WHAT MATERIALS ARE INCLUDED?</b>,,,,,,,,,,,,Yes
1_3,pghq_PFC_appendixa_1_3,,,html,non-numbered,,"The items below are included in Practice Greenhealth’s definition of recycling and include items/ materials that are recycled in the traditional manner. These items are collected, reworked, and formed into new items. While not eligible to be considered in recycling totals, Practice Greenhealth also highly values reuse, avoided materials, and source reduction--which are given credit elsewhere in the application.",,,,,,,,,,,,Yes
1_4,pghq_PFC_appendixa_1_4,,,html,non-numbered,,Appendix A Recycling  and Universal Waste Totals will be summed at the bottom of this page and will also be <b>automatically entered </b>in the Waste Section of this application. ,,,,,,,,,,,,Yes
1_5,pghq_PFC_appendixa_1_5,,,html,non-numbered,,"Directions for filling out Appendix A:<br><ul><li>Please check every type of material that you recycle in the <b>check box list</b>, then fill in the requested tonnage and cost information in the <b>boxes provided below</b> for each waste type.</li><li>If you use <b>single stream or commingled recycling</b> please check single stream and every type of material that you recycle <b>in the checklist</b>, then fill in the requested tonnage and cost information for single stream recycling ONLY in the box provided below.</li><li>If you <b>made money</b> on a particular item or waste type, please enter the revenue as a negative number under ""cost.""</li><li>Since the definition of Universal Waste varies by state, <b>Universal Waste totals</b> below will include items that are <b>considered hazardous waste if not recycled</b>, even if they are not technically considered Universal Waste in some states (such as lead aprons, silver from X-ray and electronic wastes).</li></ul><br>Helpful Hints<br><ul><li><b>Crushed lamps</b> must be removed as hazardous waste by a licensed hazardous waste hauler and CANNOT be counted toward recycling or Universal Waste totals. Learn more at EPA’s Mercury Lamp Drum Top Crusher Study (2006).</li><li>If you have <b>liquid</b> recycling  waste (such as waste solvent or vegetable oil from our kitchen), it is most accurate to use the specific gravity of the waste to calculate tonnage. If you do not have this data, simply enter gallons and it will be converted to tons for you, using an estimated 8.35 pounds per gallon.</li></ul>",,,,,,,,,,,,Yes
1_7,pghq_PFC_appendixa_1_7,,,selection,checkboxes,,,"Single Stream/ Commingled|Batteries|Boxboard|Cans- aluminum|Cans-steel|Cardboard|Computers & electronic waste|Fluorescent lamps|Food waste composting|Glass, all|Ink jet and toner cartridges|Oil- cooking|Oil - motor|Lead aprons[a]|Metals mixed (brass/copper/steel/stainless/etc.)|Paper - mixed (includes newspaper)|Paper- HIPAA|Paper- white|Plastic- Mixed|Plastic #1 PET|Plastic #2 HDPE|Plastic #3 PVC|Plastic #4 LDPE|Plastic #5 Polypropylene|Plastic #6 PS|Shrink wrap (if not included in plastics)|Steel|Wood|X-Ray Film|Solvent Distillation (not fuel blending)|Silver from X-Ray",,,,,,,,,,,Yes
1_7_1t,pghq_PFC_appendixa_1_7_1t,pghq_PFC_appendixa_1_7,Single Stream/ Commingled,container,table,,Single Stream/ Commingled,,,,,,,,,,,,Yes
1_7_1t_1,pghq_PFC_appendixa_1_7_1t_1,pghq_PFC_appendixa_1_7,Single Stream/ Commingled,text,default,,,,,,,nonnegative,,,,,,,Yes
1_7_1t_2,pghq_PFC_appendixa_1_7_1t_2,pghq_PFC_appendixa_1_7,Single Stream/ Commingled,text,default,,,,,,,integer,,,,,,,Yes
1_7_2t,pghq_PFC_appendixa_1_7_2t,pghq_PFC_appendixa_1_7,Batteries,container,table,,Batteries,,,,,,,,,,,,Yes
1_7_2t_2,pghq_PFC_appendixa_1_7_2t_2,pghq_PFC_appendixa_1_7,Batteries,text,default,,,,,,,nonnegative,,,,,,,Yes
1_7_2t_3,pghq_PFC_appendixa_1_7_2t_3,pghq_PFC_appendixa_1_7,Batteries,text,default,,,,,,,integer,,,,,,,Yes
1_7_3t,pghq_PFC_appendixa_1_7_3t,pghq_PFC_appendixa_1_7,Boxboard,container,table,,Boxboard,,,,,,,,,,,,Yes
1_7_3t_1,pghq_PFC_appendixa_1_7_3t_1,pghq_PFC_appendixa_1_7,Boxboard,text,default,,,,,,,nonnegative,,,,,,,Yes
1_7_3t_2,pghq_PFC_appendixa_1_7_3t_2,pghq_PFC_appendixa_1_7,Boxboard,text,default,,,,,,,integer,,,,,,,Yes
1_7_4t,pghq_PFC_appendixa_1_7_4t,pghq_PFC_appendixa_1_7,Cans- aluminum,container,table,,Cans- aluminum,,,,,,,,,,,,Yes
1_7_4t_1,pghq_PFC_appendixa_1_7_4t_1,pghq_PFC_appendixa_1_7,Cans- aluminum,text,default,,,,,,,nonnegative,,,,,,,Yes
1_7_4t_2,pghq_PFC_appendixa_1_7_4t_2,pghq_PFC_appendixa_1_7,Cans- aluminum,text,default,,,,,,,integer,,,,,,,Yes
1_7_5t,pghq_PFC_appendixa_1_7_5t,pghq_PFC_appendixa_1_7,Cans-steel,container,table,,Cans-steel,,,,,,,,,,,,Yes
1_7_5t_1,pghq_PFC_appendixa_1_7_5t_1,pghq_PFC_appendixa_1_7,Cans-steel,text,default,,,,,,,nonnegative,,,,,,,Yes
1_7_5t_2,pghq_PFC_appendixa_1_7_5t_2,pghq_PFC_appendixa_1_7,Cans-steel,text,default,,,,,,,integer,,,,,,,Yes
1_7_6t,pghq_PFC_appendixa_1_7_6t,pghq_PFC_appendixa_1_7,Cardboard,container,table,,Cardboard,,,,,,,,,,,,Yes
1_7_6t_1,pghq_PFC_appendixa_1_7_6t_1,pghq_PFC_appendixa_1_7,Cardboard,text,default,,,,,,,nonnegative,,,,,,,Yes
1_7_6t_2,pghq_PFC_appendixa_1_7_6t_2,pghq_PFC_appendixa_1_7,Cardboard,text,default,,,,,,,integer,,,,,,,Yes
1_7_7t,pghq_PFC_appendixa_1_7_7t,pghq_PFC_appendixa_1_7,Computers & electronic waste,container,table,,Computers & electronic waste,,,,,,,,,,,,Yes
1_7_7t_2,pghq_PFC_appendixa_1_7_7t_2,pghq_PFC_appendixa_1_7,Computers & electronic waste,text,default,,,,,,,nonnegative,,,,,,,Yes
1_7_7t_3,pghq_PFC_appendixa_1_7_7t_3,pghq_PFC_appendixa_1_7,Computers & electronic waste,text,default,,,,,,,integer,,,,,,,Yes
1_7_8t,pghq_PFC_appendixa_1_7_8t,pghq_PFC_appendixa_1_7,Fluorescent lamps,container,table,,Fluorescent lamps,,,,,,,,,,,,Yes
1_7_8t_2,pghq_PFC_appendixa_1_7_8t_2,pghq_PFC_appendixa_1_7,Fluorescent lamps,text,default,,,,,,,nonnegative,,,,,,,Yes
1_7_8t_3,pghq_PFC_appendixa_1_7_8t_3,pghq_PFC_appendixa_1_7,Fluorescent lamps,text,default,,,,,,,integer,,,,,,,Yes
1_7_9t,pghq_PFC_appendixa_1_7_9t,pghq_PFC_appendixa_1_7,Food waste composting,container,table,,Food waste composting,,,,,,,,,,,,Yes
1_7_9t_1,pghq_PFC_appendixa_1_7_9t_1,pghq_PFC_appendixa_1_7,Food waste composting,text,default,,,,,,,nonnegative,,,,,,,Yes
1_7_9t_2,pghq_PFC_appendixa_1_7_9t_2,pghq_PFC_appendixa_1_7,Food waste composting,text,default,,,,,,,integer,,,,,,,Yes
